trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
552,False,"{'a': 0.03, 'e': 0.006957048226373836}",25,15,16.846142811404732,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.03, 'e': 0.006894715709406749}",30,18,21.786541697492556,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.03, 'e': 0.006832941668181813}",20,6,23.898002877430585,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.03, 'e': 0.006771721098967927}",25,14,17.262107656125654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.03, 'e': 0.0067110490428655}",20,6,28.42525408649265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.03, 'e': 0.006650920585404821}",20,0,36.99999473515197,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
558,False,"{'a': 0.03, 'e': 0.006591330856147967}",20,14,14.022792936229484,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.03, 'e': 0.006532275028294275}",20,10,19.094049291202992,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.03, 'e': 0.006473748318289405}",30,18,25.814209942970813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
561,False,"{'a': 0.03, 'e': 0.006415745985437854}",20,10,16.26670529427432,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.03, 'e': 0.006358263331518937}",20,0,27.343888320468313,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
563,False,"{'a': 0.03, 'e': 0.006301295700406267}",25,7,28.396215994326518,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.03, 'e': 0.0062448384776905685}",20,15,9.782055967762467,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.03, 'e': 0.006188887090305937}",25,12,23.0674267281172,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.03, 'e': 0.006133437006159409}",30,12,35.45651086713568,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.03, 'e': 0.0060784837337638405}",20,12,16.818248932832233,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.03, 'e': 0.006024022821874132}",25,5,35.977549367409864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.03, 'e': 0.0059700498591266325}",20,10,13.610346919329317,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
